0,0
5,0.1571
10,0.3142
15,0.4713
20,0.6284
25,0.7855
30,0.9426
35,1.0997
40,1.2568
45,1.4139
50,1.571
55,1.7281
60,1.8852
65,2.0423
70,2.1994
75,2.3565
80,2.5136
85,2.6707
90,2.8278
95,2.9849
100,3.142
